Year,Month,Tristan,Tristan_Residual,Gough,Gough_Residual
1854,1,16.790001,0.14274597,14.71,0.25005817
1854,2,17.129999,-0.34799004,14.87,-0.31201839
1854,3,17.309999,-0.10645866,15.03,-0.09811306
1854,4,16.309999,-0.2295742,13.98,-0.40920353
1854,5,14.6,-0.57829475,12.7,-0.57677078
1854,6,13.4,-0.63304901,11.76,-0.57713413
1854,7,12.68,-0.56293011,11.05,-0.5526228
1854,8,12.51,-0.24018288,10.93,-0.19756126
1854,9,12.47,-0.10073376,10.91,-0.044512749
1854,10,12.34,-0.65182877,10.56,-0.7412796
1854,11,13.47,-0.49597931,11.45,-0.71487713
1854,12,15.07,-0.3374424,12.86,-0.53762054
1855,1,16.25,-0.39725494,14.04,-0.4199419
1855,2,16.690001,-0.78798866,14.43,-0.75201797
1855,3,16.700001,-0.71645737,14.19,-0.93811321
1855,4,16.129999,-0.40957451,13.79,-0.59920311
1855,5,14.77,-0.40829468,12.67,-0.60677052
1855,6,13.87,-0.16304874,12.18,-0.15713406
1855,7,12.81,-0.43292999,11.13,-0.47262287
1855,8,12.26,-0.49018288,10.66,-0.46756172
1855,9,11.98,-0.59073448,10.33,-0.62451267
1855,10,12.58,-0.41182899,10.93,-0.37127972
1855,11,13.84,-0.12597942,11.95,-0.21487713
1855,12,15.51,0.10255814,13.39,-0.007619858
1856,1,16.75,0.10274506,14.44,-0.019942284
1856,2,17.799999,0.32201004,15.29,0.10798168
1856,3,18.16,0.74354172,15.57,0.4418869
1856,4,17.120001,0.58042717,14.89,0.50079727
1856,5,15.71,0.5317049,13.89,0.61322975
1856,6,14.28,0.2469511,12.57,0.23286533
1856,7,13.76,0.51706982,11.98,0.37737656
1856,8,13.7,0.9498167,11.9,0.77243805
1856,9,13.12,0.54926586,11.34,0.38548756
1856,10,13.6,0.60817146,11.81,0.5087204
1856,11,14.34,0.37402058,12.45,0.28512287
1856,12,15.6,0.19255829,13.79,0.39237976
1857,1,17.09,0.44274521,14.95,0.49005795
1857,2,17.790001,0.31201172,15.8,0.61798191
1857,3,17.799999,0.38354111,15.71,0.58188725
1857,4,16.77,0.23042679,14.58,0.19079685
1857,5,15.25,0.071704865,13.19,-0.086771011
1857,6,13.72,-0.31304836,11.96,-0.37713432
1857,7,12.94,-0.30293083,11.23,-0.37262344
1857,8,12.86,0.10981655,11.27,0.14243889
1857,9,12.68,0.10926628,11.13,0.17548752
1857,10,12.97,-0.021828651,11.32,0.018719673
1857,11,14.2,0.23402023,12.35,0.18512344
1857,12,15.76,0.35255814,13.53,0.13237953
1858,1,17.559999,0.91274452,15,0.54005814
1858,2,17.799999,0.32201004,15.23,0.047981262
1858,3,17.76,0.3435421,15.27,0.14188766
1858,4,17.02,0.48042679,14.77,0.38079739
1858,5,15.57,0.39170456,13.7,0.42322922
1858,6,14.02,-0.013048172,12.62,0.28286552
1858,7,13.37,0.12706947,11.95,0.34737682
1858,8,13.1,0.34981728,11.55,0.42243862
1858,9,12.84,0.26926613,11.32,0.3654871
1858,10,12.21,-0.78182888,10.57,-0.73128033
1858,11,13.26,-0.70597935,11.51,-0.65487671
1858,12,15.34,-0.06744194,13.46,0.062379837
1859,1,16.85,0.20274544,14.57,0.11005783
1859,2,17.540001,0.062011719,15.16,-0.022018433
1859,3,17.57,0.15354156,15.42,0.29188728
1859,4,16.530001,-0.009572983,14.39,0.000797272
1859,5,15.42,0.24170494,13.64,0.36322975
1859,6,14.26,0.2269516,12.6,0.26286602
1859,7,12.7,-0.5429306,11.03,-0.57262325
1859,8,12.72,-0.030182838,10.93,-0.19756126
1859,9,13.11,0.53926563,11.54,0.58548737
1859,10,13.42,0.42817116,11.76,0.45872021
1859,11,14.1,0.13402081,12.37,0.20512295
1859,12,15.66,0.25255775,13.7,0.30237961
1860,1,17.190001,0.54274559,15.03,0.57005787
1860,2,18.219999,0.74201012,15.81,0.62798214
1860,3,17.879999,0.46354103,15.43,0.30188751
1860,4,16.74,0.2004261,14.62,0.23079681
1860,5,15.68,0.50170517,13.7,0.42322922
1860,6,14,-0.03304863,12.47,0.13286591
1860,7,13.16,-0.082930565,11.56,-0.042622566
1860,8,12.85,0.099817276,11.23,0.10243797
1860,9,12.67,0.099266052,11.15,0.19548702
1860,10,12.6,-0.39182854,11.02,-0.28127956
1860,11,14.09,0.12402058,12.24,0.075122833
1860,12,16.4,0.99255753,14.44,1.0423794
1861,1,17.549999,0.90274429,15.44,0.98005772
1861,2,17.360001,-0.11798859,15.37,0.18798161
1861,3,17.059999,-0.35645866,14.9,-0.22811317
1861,4,16.16,-0.37957382,13.86,-0.52920341
1861,5,15.12,-0.05829525,13.18,-0.096770287
1861,6,13.76,-0.2730484,12.14,-0.19713402
1861,7,12.89,-0.35293007,11.35,-0.2526226
1861,8,12.49,-0.26018333,10.83,-0.29756165
1861,9,12.3,-0.27073383,10.83,-0.12451267
1861,10,13.13,0.1381712,11.52,0.21872044
1861,11,14.08,0.11402035,12.58,0.41512299
1861,12,15.88,0.47255802,14.09,0.69237995
1862,1,16.719999,0.07274437,14.74,0.28005791
1862,2,17.049999,-0.42798996,15.05,-0.13201809
1862,3,16.84,-0.57645798,15,-0.12811279
1862,4,15.55,-0.98957348,13.64,-0.74920273
1862,5,14.53,-0.6482954,12.87,-0.40677071
1862,6,13.75,-0.28304863,12.33,-0.007134438
1862,7,12.91,-0.33293056,11.68,0.077377319
1862,8,12.23,-0.52018356,10.84,-0.28756142
1862,9,12.57,-0.000734329,11.01,0.055487633
1862,10,12.52,-0.47182846,10.94,-0.36128044
1862,11,13.53,-0.43597984,11.94,-0.22487736
1862,12,15.22,-0.18744183,13.48,0.082379341
1863,1,16.440001,-0.20725441,14.62,0.16005802
1863,2,17.030001,-0.44798851,15.05,-0.13201809
1863,3,16.73,-0.68645859,14.76,-0.36811256
1863,4,16.440001,-0.099573135,14.44,0.050796509
1863,5,15.61,0.43170452,13.96,0.68322945
1863,6,13.73,-0.30304909,12.42,0.082865715
1863,7,13.57,0.32706928,12.04,0.43737698
1863,8,12.88,0.12981701,11.29,0.16243839
1863,9,12.64,0.069266319,11.17,0.21548748
1863,10,12.99,-0.001829147,11.51,0.20872021
1863,11,14.45,0.48402023,12.95,0.78512287
1863,12,16.33,0.92255783,14.24,0.84237957
1864,1,17.360001,0.71274567,15.01,0.55005836
1864,2,17.9,0.42201042,15.71,0.52798176
1864,3,17.889999,0.47354126,15.68,0.55188751
1864,4,17.549999,1.0104256,15.31,0.92079735
1864,5,15.9,0.72170448,13.83,0.55322933
1864,6,14.46,0.42695141,12.72,0.38286591
1864,7,13.58,0.33706951,11.97,0.36737728
1864,8,13.24,0.48981667,11.67,0.54243851
1864,9,12.86,0.28926563,11.27,0.31548786
1864,10,12.81,-0.1818285,11.18,-0.12127972
1864,11,13.73,-0.23598003,12.23,0.065122604
1864,12,15.1,-0.30744171,13.3,-0.09762001
1865,1,17.02,0.37274551,14.81,0.35005856
1865,2,18.33,0.85201073,16.190001,1.0079823
1865,3,17,-0.41645813,15.04,-0.088112831
1865,4,15.93,-0.60957336,13.82,-0.56920338
1865,5,14.79,-0.38829517,12.94,-0.33677101
1865,6,13.66,-0.37304878,12.19,-0.14713478
1865,7,13.14,-0.10293007,11.76,0.15737724
1865,8,12.97,0.21981716,11.59,0.46243858
1865,9,13.11,0.53926563,11.67,0.71548748
1865,10,13.04,0.048171043,11.5,0.19871998
1865,11,13.7,-0.26597977,12.05,-0.11487675
1865,12,15.12,-0.28744221,13.29,-0.10762024
1866,1,16.190001,-0.45725441,14.07,-0.38994217
1866,2,17.01,-0.46798897,14.96,-0.22201824
1866,3,16.780001,-0.63645744,14.63,-0.49811268
1866,4,16.209999,-0.32957458,14.2,-0.18920326
1866,5,15.29,0.11170483,13.51,0.23322964
1866,6,14.58,0.54695129,12.94,0.60286522
1866,7,13.65,0.40706921,12.19,0.58737659
1866,8,12.5,-0.25018311,11.15,0.022438049
1866,9,12.54,-0.030734062,11.09,0.13548756
1866,10,13.17,0.17817116,11.68,0.37872028
1866,11,14.43,0.46402073,12.78,0.6151228
1866,12,15.74,0.33255768,13.98,0.58237934
1867,1,16.700001,0.052745819,14.76,0.30005836
1867,2,17.41,-0.067989349,15.17,-0.012018204
1867,3,17.940001,0.5235424,15.65,0.52188683
1867,4,16.48,-0.059574127,14.1,-0.28920269
1867,5,14.64,-0.53829479,12.49,-0.78677082
1867,6,13.32,-0.71304893,11.51,-0.82713413
1867,7,13,-0.24293041,11.37,-0.2326231
1867,8,12.89,0.13981724,11.28,0.15243816
1867,9,13.26,0.6892662,11.58,0.62548733
1867,10,12.92,-0.071828842,11.41,0.10871983
1867,11,13.57,-0.39597988,12.05,-0.11487675
1867,12,14.67,-0.73744202,13.03,-0.36762047
1868,1,15.74,-0.90725517,14.01,-0.44994164
1868,2,16.719999,-0.75798988,14.57,-0.61201859
1868,3,17.129999,-0.28645897,14.62,-0.50811291
1868,4,16.91,0.37042618,14.72,0.3307972
1868,5,15.65,0.47170448,13.77,0.49322987
1868,6,13.94,-0.093049049,12.37,0.032865524
1868,7,12.87,-0.37293053,11.39,-0.21262264
1868,8,12.25,-0.50018311,10.61,-0.51756191
1868,9,12.19,-0.38073444,10.69,-0.26451302
1868,10,12.93,-0.061828613,11.4,0.098719597
1868,11,13.65,-0.31597996,11.82,-0.34487724
1868,12,15.06,-0.34744167,13.04,-0.35762024
1869,1,15.9,-0.74725533,13.54,-0.9199419
1869,2,16.129999,-1.34799,13.8,-1.3820181
1869,3,15.95,-1.4664583,13.62,-1.5081129
1869,4,15.52,-1.0195732,13.24,-1.1492033
1869,5,13.99,-1.1882954,11.94,-1.336771
1869,6,13.17,-0.86304855,11.32,-1.0171347
1869,7,13.21,-0.032930374,11.63,0.027377129
1869,8,12.72,-0.030182838,11.08,-0.047561646
1869,9,12.72,0.14926624,11.12,0.16548729
1869,10,12.95,-0.041829109,11.25,-0.051280022
1869,11,13.89,-0.075979233,12.07,-0.094877243
1869,12,15.87,0.46255779,13.76,0.36238003
1870,1,17.639999,0.99274445,15.27,0.81005859
1870,2,18.09,0.61201096,15.65,0.46798134
1870,3,17.27,-0.14645767,14.99,-0.13811302
1870,4,16.48,-0.059574127,14.36,-0.029203415
1870,5,14.95,-0.22829533,12.97,-0.30677032
1870,6,14.12,0.086951256,12.4,0.062865257
1870,7,13.92,0.67706966,12.22,0.61737728
1870,8,13.16,0.40981674,11.55,0.42243862
1870,9,12.76,0.1892662,11.31,0.35548782
1870,10,13.43,0.43817139,12.1,0.79872036
1870,11,14.8,0.83402061,13.25,1.0851231
1870,12,15.88,0.47255802,13.91,0.51237965
1871,1,17.24,0.59274483,14.98,0.52005768
1871,2,18.15,0.67201042,15.7,0.51798153
1871,3,18,0.58354187,15.61,0.48188686
1871,4,16.57,0.030426025,14.37,-0.019203186
1871,5,15.11,-0.068295479,13.24,-0.036770821
1871,6,13.82,-0.21304893,12.04,-0.2971344
1871,7,12.57,-0.67293072,10.87,-0.7326231
1871,8,12.16,-0.59018326,10.7,-0.42756176
1871,9,12.62,0.049265862,11.17,0.21548748
1871,10,12.83,-0.16182899,11.37,0.068719864
1871,11,14.09,0.12402058,12.51,0.34512329
1871,12,15.02,-0.38744164,13.41,0.012379646
1872,1,17.23,0.5827446,15.33,0.87005806
1872,2,18.33,0.85201073,16.200001,1.0179825
1872,3,18.83,1.4135418,16.6,1.4718876
1872,4,17.540001,1.0004272,15.64,1.2507973
1872,5,15.08,-0.098295212,13.66,0.38322926
1872,6,13.79,-0.24304867,12.35,0.01286602
1872,7,12.85,-0.39293003,11.5,-0.10262299
1872,8,12.81,0.059817314,11.56,0.43243885
1872,9,12.61,0.039265633,11.17,0.21548748
1872,10,13.01,0.01817131,11.55,0.24872017
1872,11,13.84,-0.12597942,12.43,0.26512337
1872,12,15.09,-0.31744194,13.64,0.24238014
1873,1,15.36,-1.2872553,13.88,-0.57994175
1873,2,15.55,-1.927989,14.19,-0.9920187
1873,3,15.6,-1.8164577,14.07,-1.0581131
1873,4,15.26,-1.2795734,13.49,-0.8992033
1873,5,14.36,-0.81829548,12.63,-0.64677048
1873,6,13.75,-0.28304863,12.33,-0.007134438
1873,7,13.02,-0.22292995,11.71,0.10737705
1873,8,12.36,-0.39018345,11.09,-0.037561417
1873,9,12.17,-0.40073395,10.97,0.015487671
1873,10,12.22,-0.77182865,10.91,-0.39128017
1873,11,13.37,-0.59597969,11.81,-0.35487652
1873,12,14.76,-0.64744186,13.02,-0.37761974
1874,1,16.17,-0.47725487,14,-0.45994186
1874,2,17.02,-0.45798874,14.69,-0.4920187
1874,3,17.33,-0.086458206,14.85,-0.27811241
1874,4,16.469999,-0.069574356,14.18,-0.20920277
1874,5,14.99,-0.18829536,13.12,-0.15677071
1874,6,14.03,-0.003048897,12.26,-0.077134132
1874,7,13.95,0.7070694,12.33,0.72737694
1874,8,13.09,0.33981705,11.53,0.40243816
1874,9,12.97,0.39926624,11.38,0.42548752
1874,10,12.93,-0.061828613,11.31,0.008720398
1874,11,13.84,-0.12597942,12.22,0.055123329
1874,12,15.58,0.17255783,13.67,0.27237988
1875,1,16.82,0.17274475,14.8,0.34005833
1875,2,17.559999,0.082010269,15.67,0.4879818
1875,3,17.440001,0.023542404,15.42,0.29188728
1875,4,16.879999,0.34042549,15.04,0.65079689
1875,5,14.54,-0.63829517,12.9,-0.37677097
1875,6,13.13,-0.90304852,11.74,-0.59713459
1875,7,12.96,-0.28293037,11.68,0.077377319
1875,8,13,0.24981689,11.51,0.38243866
1875,9,12.53,-0.040734291,10.78,-0.17451286
1875,10,12.59,-0.40182877,10.87,-0.43128014
1875,11,13.55,-0.41597939,11.71,-0.4548769
1875,12,14.34,-1.0674419,12.21,-1.1876202
1876,1,15.47,-1.1772547,13.22,-1.2399416
1876,2,16.459999,-1.0179901,14.21,-0.97201824
1876,3,16.780001,-0.63645744,14.47,-0.65811253
1876,4,16.370001,-0.16957283,14.17,-0.219203
1876,5,14.7,-0.47829533,12.81,-0.46677017
1876,6,13.49,-0.54304886,11.84,-0.49713421
1876,7,13.05,-0.19293022,11.56,-0.042622566
1876,8,12.63,-0.12018299,11.18,0.052438736
1876,9,12.47,-0.10073376,11.01,0.055487633
1876,10,13.04,0.048171043,11.49,0.18871975
1876,11,13.09,-0.87597942,11.52,-0.64487648
1876,12,14.16,-1.2474422,12.33,-1.0676203
1877,1,16.43,-0.21725464,13.93,-0.52994156
1877,2,18.129999,0.65200996,15.39,0.20798206
1877,3,16.52,-0.89645767,13.77,-1.3581123
1877,4,15.79,-0.74957371,13.39,-0.99920273
1877,5,14.63,-0.54829502,12.6,-0.67677021
1877,6,13.43,-0.60304832,11.68,-0.65713406
1877,7,13.02,-0.22292995,11.3,-0.3026228
1877,8,12.31,-0.44018269,10.62,-0.50756168
1877,9,11.93,-0.64073372,10.31,-0.64451218
1877,10,12.22,-0.77182865,10.52,-0.78127956
1877,11,13.03,-0.93597984,11.26,-0.90487671
1877,12,14.72,-0.68744183,12.58,-0.81762028
1878,1,15.78,-0.86725521,13.3,-1.1599417
1878,2,16.6,-0.87798882,13.9,-1.2820187
1878,3,17.459999,0.043540955,14.51,-0.61811256
1878,4,16.66,0.12042618,14.37,-0.019203186
1878,5,14.45,-0.72829533,12.35,-0.92677021
1878,6,13.32,-0.71304893,11.45,-0.88713455
1878,7,12.59,-0.65293026,10.9,-0.70262337
1878,8,12.16,-0.59018326,10.45,-0.67756176
1878,9,12.04,-0.53073406,10.23,-0.72451305
1878,10,12.7,-0.29182911,10.96,-0.34127998
1878,11,13.91,-0.055979729,12,-0.16487694
1878,12,15.53,0.12255764,13.39,-0.007619858
1879,1,18.129999,1.4827442,15.56,1.1000586
1879,2,19.25,1.7720108,16.559999,1.3779812
1879,3,19.01,1.5935421,16.450001,1.321888
1879,4,17.16,0.62042618,14.93,0.54079723
1879,5,15.41,0.23170471,13.5,0.22322941
1879,6,14.24,0.20695114,12.59,0.25286579
1879,7,13.65,0.40706921,12,0.39737701
1879,8,13.26,0.50981712,11.59,0.46243858
1879,9,12.78,0.20926571,11.27,0.31548786
1879,10,13.14,0.14817142,11.6,0.29872036
1879,11,13.82,-0.14597988,12.16,-0.004877091
1879,12,15.18,-0.22744179,13.46,0.062379837
1880,1,16.52,-0.12725449,14.44,-0.019942284
1880,2,17.58,0.10201073,15.28,0.097981453
1880,3,17.799999,0.38354111,15.52,0.39188766
1880,4,17.290001,0.75042725,14.95,0.56079674
1880,5,16.09,0.91170502,14.05,0.7732296
1880,6,14.69,0.65695095,12.77,0.4328661
1880,7,13.6,0.35706997,11.9,0.29737663
1880,8,13.12,0.36981678,11.38,0.25243855
1880,9,13.17,0.59926605,11.46,0.50548744
1880,10,14.12,1.128171,12.38,1.0787201
1880,11,14.76,0.79402065,12.69,0.52512264
1880,12,16.15,0.74255753,13.92,0.52237988
1881,1,16.940001,0.29274559,14.55,0.090058327
1881,2,17.690001,0.21201134,15.26,0.077981949
1881,3,17.190001,-0.2264576,14.77,-0.35811234
1881,4,16.52,-0.019573212,14.21,-0.17920303
1881,5,15.53,0.3517046,13.49,0.21322918
1881,6,14.54,0.50695133,12.76,0.42286587
1881,7,13.56,0.31707001,11.82,0.21737671
1881,8,13.1,0.34981728,11.4,0.27243805
1881,9,13.08,0.5092659,11.51,0.55548763
1881,10,13.28,0.28817081,11.74,0.43871975
1881,11,13.91,-0.055979729,12.3,0.13512325
1881,12,15.6,0.19255829,13.81,0.41238022
1882,1,16.629999,-0.017255783,14.58,0.12005806
1882,2,17.1,-0.37798882,15.05,-0.13201809
1882,3,17.559999,0.14354134,15.34,0.21188736
1882,4,16.889999,0.35042572,14.87,0.48079681
1882,5,15.94,0.76170444,13.98,0.70322895
1882,6,15.18,1.1469517,13.32,0.98286533
1882,7,13.85,0.60706997,12,0.39737701
1882,8,13.56,0.80981731,11.91,0.78243828
1882,9,13.12,0.54926586,11.57,0.6154871
1882,10,13.66,0.66817093,11.96,0.65872002
1882,11,15,1.0340204,13.12,0.95512295
1882,12,16.07,0.6625576,14.03,0.63237953
1883,1,17.940001,1.2927456,15.59,1.1300583
1883,2,18.85,1.3720112,16.559999,1.3779812
1883,3,18.52,1.1035423,16.139999,1.0118866
1883,4,17.190001,0.65042686,14.92,0.530797
1883,5,14.88,-0.29829502,12.78,-0.49677086
1883,6,13.54,-0.49304867,11.6,-0.73713398
1883,7,12.92,-0.32293034,11.15,-0.45262337
1883,8,13.04,0.28981686,11.27,0.14243889
1883,9,12.69,0.11926556,10.91,-0.044512749
1883,10,13.58,0.58817101,11.85,0.54872036
1883,11,14.33,0.36402035,12.47,0.30512333
1883,12,14.65,-0.75744247,12.72,-0.67761993
1884,1,16.25,-0.39725494,14.26,-0.19994164
1884,2,17.58,0.10201073,15.49,0.30798149
1884,3,17.450001,0.033542633,15.33,0.20188713
1884,4,16.360001,-0.17957306,14.26,-0.12920284
1884,5,15.68,0.50170517,13.69,0.41322899
1884,6,14.5,0.46695137,12.66,0.32286549
1884,7,13.72,0.47706985,11.86,0.25737667
1884,8,13.23,0.47981644,11.44,0.31243801
1884,9,12.92,0.34926605,11.09,0.13548756
1884,10,13.85,0.85817146,12.17,0.86872005
1884,11,14.44,0.47402,12.56,0.39512348
1884,12,15.92,0.51255798,13.85,0.45238018
1885,1,16.48,-0.1672554,14.25,-0.20994186
1885,2,16.73,-0.74798965,14.47,-0.71201801
1885,3,16.91,-0.50645828,14.66,-0.46811295
1885,4,15.89,-0.64957333,13.74,-0.6492033
1885,5,15.65,0.47170448,13.59,0.31322956
1885,6,14.2,0.16695118,12.24,-0.09713459
1885,7,13.05,-0.19293022,11.39,-0.21262264
1885,8,12.66,-0.090183258,11.05,-0.077561378
1885,9,12.83,0.2592659,11.24,0.28548717
1885,10,12.59,-0.40182877,10.79,-0.51128006
1885,11,13.79,-0.17597961,11.7,-0.46487713
1885,12,14.55,-0.8574419,12.3,-1.09762
1886,1,15.98,-0.6672554,13.74,-0.71994209
1886,2,16.290001,-1.1879883,13.98,-1.2020187
1886,3,17.16,-0.25645828,14.54,-0.58811283
1886,4,16.709999,0.17042542,14.26,-0.12920284
1886,5,15.72,0.54170513,13.64,0.36322975
1886,6,13.58,-0.45304871,11.63,-0.70713425
1886,7,13.46,0.21706963,11.66,0.057376862
1886,8,13.22,0.46981716,11.48,0.35243797
1886,9,12.41,-0.16073418,10.75,-0.2045126
1886,10,13.32,0.32817078,11.58,0.2787199
1886,11,13.96,-0.005979538,12.25,0.085123062
1886,12,15.94,0.53255749,13.82,0.42237949
1887,1,17.34,0.69274521,15.01,0.55005836
1887,2,18.4,0.92201042,15.86,0.67798138
1887,3,18.690001,1.2735424,16.17,1.0418873
1887,4,18.129999,1.5904255,15.94,1.5507965
1887,5,16.32,1.1417046,14.43,1.1532297
1887,6,14.67,0.63695145,12.96,0.62286568
1887,7,13.58,0.33706951,11.75,0.14737701
1887,8,13.03,0.27981663,11.26,0.13243866
1887,9,12.68,0.10926628,11.08,0.12548733
1887,10,12.43,-0.56182861,10.75,-0.55128002
1887,11,13.37,-0.59597969,11.68,-0.48487663
1887,12,14.51,-0.89744186,12.48,-0.91762066
1888,1,16.09,-0.55725479,13.83,-0.62994194
1888,2,16.780001,-0.69798851,14.39,-0.79201794
1888,3,16.290001,-1.1264572,13.91,-1.2181129
1888,4,15.72,-0.8195734,13.44,-0.94920349
1888,5,14.94,-0.23829556,12.93,-0.34677029
1888,6,14.49,0.45695114,12.54,0.2028656
1888,7,13.14,-0.10293007,11.37,-0.2326231
1888,8,13.18,0.4298172,11.5,0.37243843
1888,9,12.62,0.049265862,11.05,0.095487595
1888,10,12.41,-0.58182907,10.88,-0.42127991
1888,11,12.85,-1.1159792,11.25,-0.91487694
1888,12,14.33,-1.0774422,12.34,-1.05762
1889,1,15.44,-1.2072554,13.21,-1.2499418
1889,2,15.81,-1.6679888,13.45,-1.7320185
1889,3,16.139999,-1.2764587,13.66,-1.4681129
1889,4,15.71,-0.82957363,13.42,-0.969203
1889,5,14.7,-0.47829533,12.56,-0.71677017
1889,6,13.64,-0.39304829,11.76,-0.57713413
1889,7,12.69,-0.55293083,10.6,-1.0026226
1889,8,12.62,-0.13018322,10.57,-0.55756187
1889,9,12.71,0.13926601,10.91,-0.044512749
1889,10,13.39,0.39817142,11.66,0.35871983
1889,11,13.98,0.014019966,12.31,0.14512348
1889,12,14.91,-0.49744225,13.2,-0.19762039
1890,1,16.379999,-0.26725578,14.54,0.080058098
1890,2,17.83,0.35201073,15.64,0.45798206
1890,3,17.129999,-0.28645897,14.95,-0.17811298
1890,4,16.35,-0.18957329,14.1,-0.28920269
1890,5,15.51,0.33170509,13.53,0.25322914
1890,6,14.48,0.44695091,12.78,0.44286537
1890,7,13.25,0.007069588,11.67,0.06737709
1890,8,12.55,-0.20018291,10.96,-0.16756153
1890,9,12.56,-0.010733604,10.98,0.025486946
1890,10,13.12,0.12817097,11.42,0.11872005
1890,11,14.49,0.5240202,12.66,0.49512291
1890,12,15.51,0.10255814,13.51,0.11238003
1891,1,16.74,0.092744827,14.65,0.19005775
1891,2,17.889999,0.41201019,15.78,0.59798145
1891,3,17.74,0.32354164,15.58,0.45188713
1891,4,17.049999,0.51042557,14.83,0.44079685
1891,5,15.18,0.00170517,13.07,-0.2067709
1891,6,13.83,-0.20304871,11.8,-0.53713417
1891,7,13.14,-0.10293007,11.23,-0.37262344
1891,8,12.72,-0.030182838,11.06,-0.06756115
1891,9,12.78,0.20926571,11.09,0.13548756
1891,10,12.78,-0.21182919,11.08,-0.2212801
1891,11,13.81,-0.15597916,12.16,-0.004877091
1891,12,15.98,0.57255745,14.16,0.76237965
1892,1,17.450001,0.80274582,15.5,1.0400581
1892,2,17.83,0.35201073,15.63,0.44798183
1892,3,17.780001,0.36354256,15.57,0.4418869
1892,4,17.92,1.3804264,15.79,1.4007969
1892,5,16.41,1.2317047,14.45,1.1732292
1892,6,14.7,0.66695118,12.69,0.35286522
1892,7,13.26,0.017069817,11.26,-0.34262276
1892,8,12.03,-0.72018337,10.14,-0.98756123
1892,9,12.32,-0.25073433,10.57,-0.3845129
1892,10,13.25,0.25817108,11.43,0.12872028
1892,11,14.67,0.7040205,12.66,0.49512291
1892,12,15.94,0.53255749,13.91,0.51237965
1893,1,16.959999,0.31274414,14.86,0.40005779
1893,2,17.43,-0.047988892,15,-0.18201828
1893,3,17.190001,-0.2264576,14.68,-0.44811249
1893,4,16.1,-0.43957329,13.8,-0.58920288
1893,5,15.13,-0.048295021,13.21,-0.066770554
1893,6,14.16,0.12695122,12.6,0.26286602
1893,7,12.88,-0.3629303,11.27,-0.33262253
1893,8,12.34,-0.41018295,10.67,-0.45756149
1893,9,12.26,-0.3107338,10.55,-0.40451241
1893,10,13.1,0.10817146,11.19,-0.11128044
1893,11,14.22,0.25402069,12.23,0.065122604
1893,12,15.41,0.002557755,13.2,-0.19762039
1894,1,16.200001,-0.44725418,14.04,-0.4199419
1894,2,17.1,-0.37798882,14.81,-0.37201786
1894,3,16.950001,-0.46645737,14.55,-0.5781126
1894,4,15.88,-0.65957355,13.54,-0.84920311
1894,5,15.07,-0.10829544,12.89,-0.38677025
1894,6,14.63,0.59695148,12.74,0.40286541
1894,7,13.62,0.37706947,11.97,0.36737728
1894,8,12.56,-0.19018269,10.9,-0.22756195
1894,9,12.04,-0.53073406,10.58,-0.37451267
